dataset_number,proposed_filename,section,source_relative_path,source_extension,technique,content_label
210,VZ2_062_021_UK_D_0210_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_13_Loopeis 1,46V_60s_3_PEIS from 6500Hz to 1000Hz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 6500Hz and 1000Hz."
211,VZ2_062_021_UK_D_0211_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_13_Loopeis 1,46V_60s_3_PEIS from 6500Hz to 1000Hz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 6500Hz and 1000Hz."
212,VZ2_062_021_UK_D_0212_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_13_Loopeis 1,46V_60s_3_PEIS from 6500Hz to 1000Hz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 6500Hz and 1000Hz."
213,VZ2_062_021_UK_D_0213_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_13_Loopeis 1,46V_60s_3_PEIS from 6500Hz to 1000Hz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 6500Hz and 1000Hz."
214,VZ2_062_021_UK_D_0214_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_13_Loopeis 1,46V_60s_3_PEIS from 6500Hz to 1000Hz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 6500Hz and 1000Hz."
215,VZ2_062_021_UK_D_0215_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_13_Loopeis 1,46V_60s_3_PEIS from 6500Hz to 1000Hz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 6500Hz and 1000Hz."
216,VZ2_062_021_UK_D_0216_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_13_Loopeis 1,46V_60s_3_PEIS from 6500Hz to 1000Hz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 6500Hz and 1000Hz."
217,VZ2_062_021_UK_D_0217_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_13_Loopeis 1,46V_60s_3_PEIS from 6500Hz to 1000Hz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 6500Hz and 1000Hz."
218,VZ2_062_021_UK_D_0218_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_13_Loopeis 1,46V_60s_3_PEIS from 6500Hz to 1000Hz_20_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 6500Hz and 1000Hz."
219,VZ2_062_021_UK_D_0219_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
220,VZ2_062_021_UK_D_0220_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
221,VZ2_062_021_UK_D_0221_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_03_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
222,VZ2_062_021_UK_D_0222_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_04_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
223,VZ2_062_021_UK_D_0223_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_05_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
224,VZ2_062_021_UK_D_0224_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_06_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
225,VZ2_062_021_UK_D_0225_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_07_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
226,VZ2_062_021_UK_D_0226_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_08_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
227,VZ2_062_021_UK_D_0227_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_09_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
228,VZ2_062_021_UK_D_0228_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_10_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
229,VZ2_062_021_UK_D_0229_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_11_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
230,VZ2_062_021_UK_D_0230_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
231,VZ2_062_021_UK_D_0231_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
232,VZ2_062_021_UK_D_0232_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
233,VZ2_062_021_UK_D_0233_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
234,VZ2_062_021_UK_D_0234_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
235,VZ2_062_021_UK_D_0235_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
236,VZ2_062_021_UK_D_0236_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
237,VZ2_062_021_UK_D_0237_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
238,VZ2_062_021_UK_D_0238_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_14_Loopeis 1,46V_60s_4_PEIS from 650Hz to 100Hz_20_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 650Hz and 100Hz."
239,VZ2_062_021_UK_D_0239_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
240,VZ2_062_021_UK_D_0240_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
241,VZ2_062_021_UK_D_0241_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_03_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
242,VZ2_062_021_UK_D_0242_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_04_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
243,VZ2_062_021_UK_D_0243_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_05_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
244,VZ2_062_021_UK_D_0244_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_06_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
245,VZ2_062_021_UK_D_0245_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_07_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
246,VZ2_062_021_UK_D_0246_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_08_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
247,VZ2_062_021_UK_D_0247_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_09_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
248,VZ2_062_021_UK_D_0248_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_10_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
249,VZ2_062_021_UK_D_0249_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_11_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
250,VZ2_062_021_UK_D_0250_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_12_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
251,VZ2_062_021_UK_D_0251_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_13_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
252,VZ2_062_021_UK_D_0252_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_14_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
253,VZ2_062_021_UK_D_0253_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_15_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
254,VZ2_062_021_UK_D_0254_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_16_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
255,VZ2_062_021_UK_D_0255_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_17_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
256,VZ2_062_021_UK_D_0256_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_18_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
257,VZ2_062_021_UK_D_0257_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_19_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
258,VZ2_062_021_UK_D_0258_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_15_Loopeis 1,46V_60s_5_PEIS from 65Hz to 10Hz_20_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 60 s, with PEIS frequency in between 65Hz and 10Hz."
259,VZ2_062_021_UK_D_0259_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_16_Loopeis 1,46V_90s_1_initial_loops_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 90 s, initial loops."
260,VZ2_062_021_UK_D_0260_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_16_Loopeis 1,46V_90s_1_initial_loops_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 90 s, initial loops."
261,VZ2_062_021_UK_D_0261_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_17_Loopeis 1,46V_90s_2_PEIS from 65kHz to 10kHz_01_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65kHz and 10kHz."
262,VZ2_062_021_UK_D_0262_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_17_Loopeis 1,46V_90s_2_PEIS from 65kHz to 10kHz_02_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65kHz and 10kHz."
263,VZ2_062_021_UK_D_0263_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_17_Loopeis 1,46V_90s_2_PEIS from 65kHz to 10kHz_03_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65kHz and 10kHz."
264,VZ2_062_021_UK_D_0264_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_17_Loopeis 1,46V_90s_2_PEIS from 65kHz to 10kHz_04_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65kHz and 10kHz."
265,VZ2_062_021_UK_D_0265_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_17_Loopeis 1,46V_90s_2_PEIS from 65kHz to 10kHz_05_CA_C01.mpt",.mpt,CA,"Electrochemical data from technique CA in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65kHz and 10kHz."
266,VZ2_062_021_UK_D_0266_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_17_Loopeis 1,46V_90s_2_PEIS from 65kHz to 10kHz_06_OCV_C01.mpt",.mpt,OCV,"Electrochemical data from technique OCV in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65kHz and 10kHz."
267,VZ2_062_021_UK_D_0267_v2.mpt,closed_cell_time_gaps,"1,46 V different time gaps closed cell\L_17_Loopeis 1,46V_90s_2_PEIS from 65kHz to 10kHz_07_PEIS_C01.mpt",.mpt,PEIS,"Electrochemical data from technique PEIS in TR-PEIS procedure for PEM-WE in closed cathode configuration with OCV time gap 90 s, with PEIS frequency in between 65kHz and 10kHz."
